,name,alternating,positive,alexander_polynomial
11463,13n_3608,N,,-1+7*t-16*t^2+23*t^3-25*t^4+23*t^5-16*t^6+7*t^7-t^8
11464,13n_3609,N,,-2+14*t-33*t^2+43*t^3-33*t^4+14*t^5-2*t^6
11465,13n_3610,N,,2-7*t+14*t^2-17*t^3+14*t^4-7*t^5+2*t^6
11466,13n_3611,N,,-1+5*t-10*t^2+11*t^3-5*t^4+t^5-5*t^6+11*t^7-10*t^8+5*t^9-t^10
11467,13n_3612,N,,-1+5*t-11*t^2+18*t^3-24*t^4+27*t^5-24*t^6+18*t^7-11*t^8+5*t^9-t^10
11468,13n_3613,N,,-2+10*t-21*t^2+29*t^3-31*t^4+29*t^5-21*t^6+10*t^7-2*t^8
11469,13n_3614,N,,-2+13*t-36*t^2+51*t^3-36*t^4+13*t^5-2*t^6
11470,13n_3615,N,,1-7*t+23*t^2-46*t^3+59*t^4-46*t^5+23*t^6-7*t^7+t^8
11471,13n_3616,N,,3-13*t+29*t^2-37*t^3+29*t^4-13*t^5+3*t^6
11472,13n_3617,N,,2-12*t+21*t^2-12*t^3+2*t^4
11473,13n_3618,N,,1-5*t+15*t^2-30*t^3+39*t^4-30*t^5+15*t^6-5*t^7+t^8
11474,13n_3619,N,,-3+17*t-36*t^2+45*t^3-36*t^4+17*t^5-3*t^6
11475,13n_3620,N,,-1+6*t-18*t^2+33*t^3-39*t^4+33*t^5-18*t^6+6*t^7-t^8
11476,13n_3621,N,,-1+5*t-13*t^2+22*t^3-25*t^4+22*t^5-13*t^6+5*t^7-t^8
11477,13n_3622,N,,3-13*t+29*t^2-37*t^3+29*t^4-13*t^5+3*t^6
11478,13n_3623,N,,-1+4*t-12*t^2+25*t^3-31*t^4+25*t^5-12*t^6+4*t^7-t^8
11479,13n_3624,N,,-2+6*t-10*t^2+13*t^3-10*t^4+6*t^5-2*t^6
11480,13n_3625,N,,-1+6*t-18*t^2+35*t^3-43*t^4+35*t^5-18*t^6+6*t^7-t^8
11481,13n_3626,N,,1-7*t+21*t^2-38*t^3+47*t^4-38*t^5+21*t^6-7*t^7+t^8
11482,13n_3627,N,,-4+19*t-36*t^2+43*t^3-36*t^4+19*t^5-4*t^6
11483,13n_3628,N,,3-14*t+30*t^2-37*t^3+30*t^4-14*t^5+3*t^6
11484,13n_3629,N,,-2+19*t-49*t^2+65*t^3-49*t^4+19*t^5-2*t^6
11485,13n_3630,N,,-3+11*t-17*t^2+19*t^3-17*t^4+11*t^5-3*t^6
11486,13n_3631,N,,4-22*t+52*t^2-67*t^3+52*t^4-22*t^5+4*t^6
11487,13n_3632,N,,-2+13*t-29*t^2+37*t^3-29*t^4+13*t^5-2*t^6
11488,13n_3633,N,,-1+2*t+2*t^2-10*t^3+15*t^4-10*t^5+2*t^6+2*t^7-t^8
11489,13n_3634,N,,1-6*t+14*t^2-19*t^3+21*t^4-19*t^5+14*t^6-6*t^7+t^8
11490,13n_3635,N,,-1+2*t-3*t^3+5*t^4-3*t^5+2*t^7-t^8
11491,13n_3636,N,,-1+6*t-14*t^2+23*t^3-27*t^4+23*t^5-14*t^6+6*t^7-t^8
11492,13n_3637,N,,1-8*t+27*t^2-55*t^3+71*t^4-55*t^5+27*t^6-8*t^7+t^8
11493,13n_3638,N,,1-6*t+14*t^2-19*t^3+21*t^4-19*t^5+14*t^6-6*t^7+t^8
11494,13n_3639,N,,-1+6*t-18*t^2+31*t^3-35*t^4+31*t^5-18*t^6+6*t^7-t^8
11495,13n_3640,N,,1-8*t+27*t^2-53*t^3+67*t^4-53*t^5+27*t^6-8*t^7+t^8
11496,13n_3641,N,,1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
11497,13n_3642,N,,3-7*t+5*t^2+5*t^3-11*t^4+5*t^5+5*t^6-7*t^7+3*t^8
11498,13n_3643,N,,1-3*t+3*t^2+5*t^3-18*t^4+25*t^5-18*t^6+5*t^7+3*t^8-3*t^9+t^10
11499,13n_3644,N,,1-6*t+18*t^2-25*t^3+18*t^4-6*t^5+t^6
11500,13n_3645,N,,2-12*t+32*t^2-50*t^3+57*t^4-50*t^5+32*t^6-12*t^7+2*t^8
11501,13n_3646,N,,1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
11502,13n_3647,N,,2-10*t+22*t^2-28*t^3+29*t^4-28*t^5+22*t^6-10*t^7+2*t^8
11503,13n_3648,N,,2-10*t+24*t^2-34*t^3+37*t^4-34*t^5+24*t^6-10*t^7+2*t^8
11504,13n_3649,N,,-2+9*t-17*t^2+19*t^3-17*t^4+19*t^5-17*t^6+9*t^7-2*t^8
11505,13n_3650,N,,-3+19*t-44*t^2+57*t^3-44*t^4+19*t^5-3*t^6
11506,13n_3651,N,,2-12*t+29*t^2-44*t^3+51*t^4-44*t^5+29*t^6-12*t^7+2*t^8
11507,13n_3652,N,,-2+13*t-33*t^2+45*t^3-33*t^4+13*t^5-2*t^6
11508,13n_3653,N,,2-9*t+21*t^2-29*t^3+31*t^4-29*t^5+21*t^6-9*t^7+2*t^8
11509,13n_3654,N,,2-9*t+20*t^2-28*t^3+31*t^4-28*t^5+20*t^6-9*t^7+2*t^8
11510,13n_3655,N,,-2+10*t-19*t^2+24*t^3-25*t^4+24*t^5-19*t^6+10*t^7-2*t^8
11511,13n_3656,N,,-4+21*t-49*t^2+65*t^3-49*t^4+21*t^5-4*t^6
11512,13n_3657,N,,5-23*t+50*t^2-63*t^3+50*t^4-23*t^5+5*t^6
11513,13n_3658,N,,-1+5*t-10*t^2+13*t^3-10*t^4+5*t^5-t^6
11514,13n_3659,N,,4-16*t+33*t^2-41*t^3+33*t^4-16*t^5+4*t^6
11515,13n_3660,N,,-1+5*t-10*t^2+13*t^3-10*t^4+5*t^5-t^6
11516,13n_3661,N,,2-5*t+7*t^2-5*t^3+2*t^4
11517,13n_3662,N,,1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
11518,13n_3663,N,,1-t+t^2
11519,13n_3664,N,,3-11*t+22*t^2-27*t^3+22*t^4-11*t^5+3*t^6
11520,13n_3665,N,,-4+13*t-17*t^2+13*t^3-4*t^4
11521,13n_3666,N,,-4+22*t-49*t^2+63*t^3-49*t^4+22*t^5-4*t^6
11522,13n_3667,N,,-1+7*t-25*t^2+54*t^3-69*t^4+54*t^5-25*t^6+7*t^7-t^8
11523,13n_3668,N,,1-5*t+11*t^2-12*t^3+11*t^4-12*t^5+11*t^6-5*t^7+t^8
11524,13n_3669,N,,1-8*t+24*t^2-33*t^3+24*t^4-8*t^5+t^6
11525,13n_3670,N,,2-11*t+26*t^2-39*t^3+45*t^4-39*t^5+26*t^6-11*t^7+2*t^8
11526,13n_3671,N,,8-29*t+55*t^2-67*t^3+55*t^4-29*t^5+8*t^6
11527,13n_3672,N,,-2+11*t-28*t^2+47*t^3-55*t^4+47*t^5-28*t^6+11*t^7-2*t^8
11528,13n_3673,N,,1-4*t+7*t^2-6*t^3+5*t^4-5*t^5+5*t^6-6*t^7+7*t^8-4*t^9+t^10
11529,13n_3674,N,,1-2*t+t^2+t^3-t^4+t^5+t^6-2*t^7+t^8
11530,13n_3675,N,,1-6*t+21*t^2-39*t^3+47*t^4-39*t^5+21*t^6-6*t^7+t^8
11531,13n_3676,N,,2-9*t+17*t^2-15*t^3+11*t^4-15*t^5+17*t^6-9*t^7+2*t^8
11532,13n_3677,N,,1+t-11*t^2+19*t^3-11*t^4+t^5+t^6
11533,13n_3678,N,,1-5*t+17*t^2-25*t^3+17*t^4-5*t^5+t^6
11534,13n_3679,N,,2-9*t+23*t^2-31*t^3+23*t^4-9*t^5+2*t^6
11535,13n_3680,N,,-2+9*t-14*t^2+12*t^3-9*t^4+12*t^5-14*t^6+9*t^7-2*t^8
11536,13n_3681,N,,-3+18*t-45*t^2+61*t^3-45*t^4+18*t^5-3*t^6
11537,13n_3682,N,,-1+6*t-17*t^2+32*t^3-39*t^4+32*t^5-17*t^6+6*t^7-t^8
11538,13n_3683,N,,-2+9*t-15*t^2+15*t^3-13*t^4+15*t^5-15*t^6+9*t^7-2*t^8
11539,13n_3684,N,,1-4*t+8*t^2-11*t^3+13*t^4-13*t^5+13*t^6-11*t^7+8*t^8-4*t^9+t^10
11540,13n_3685,N,,2-8*t+12*t^2-7*t^3+3*t^4-7*t^5+12*t^6-8*t^7+2*t^8
11541,13n_3686,N,,1-4*t+7*t^2-4*t^3-3*t^4+7*t^5-3*t^6-4*t^7+7*t^8-4*t^9+t^10
11542,13n_3687,N,,1-t-4*t^2+13*t^3-17*t^4+13*t^5-4*t^6-t^7+t^8
11543,13n_3688,N,,1-5*t+14*t^2-23*t^3+27*t^4-23*t^5+14*t^6-5*t^7+t^8
11544,13n_3689,N,,1-4*t+8*t^2-11*t^3+14*t^4-15*t^5+14*t^6-11*t^7+8*t^8-4*t^9+t^10
11545,13n_3690,N,,1-2*t+t^2+t^4+t^6-2*t^7+t^8
11546,13n_3691,N,,1-6*t+19*t^2-32*t^3+37*t^4-32*t^5+19*t^6-6*t^7+t^8
11547,13n_3692,N,,2-9*t+19*t^2-23*t^3+23*t^4-23*t^5+19*t^6-9*t^7+2*t^8
11548,13n_3693,N,,2-4*t+t^2+3*t^3+t^4-4*t^5+2*t^6
11549,13n_3694,N,,2-12*t+33*t^2-45*t^3+33*t^4-12*t^5+2*t^6
11550,13n_3695,N,,-1+5*t-12*t^2+18*t^3-18*t^4+17*t^5-18*t^6+18*t^7-12*t^8+5*t^9-t^10
11551,13n_3696,N,,1-4*t+8*t^2-7*t^3+2*t^4+t^5+2*t^6-7*t^7+8*t^8-4*t^9+t^10
11552,13n_3697,N,,2-8*t+16*t^2-18*t^3+17*t^4-18*t^5+16*t^6-8*t^7+2*t^8
11553,13n_3698,N,,2-8*t+12*t^2-6*t^3+t^4-6*t^5+12*t^6-8*t^7+2*t^8
11554,13n_3699,N,,1+t-12*t^2+21*t^3-12*t^4+t^5+t^6
11555,13n_3700,N,,1-7*t+24*t^2-35*t^3+24*t^4-7*t^5+t^6
11556,13n_3701,N,,2-8*t+15*t^2-15*t^3+13*t^4-15*t^5+15*t^6-8*t^7+2*t^8
11557,13n_3702,N,,2-3*t-2*t^2+7*t^3-2*t^4-3*t^5+2*t^6
11558,13n_3703,N,,4-21*t+52*t^2-69*t^3+52*t^4-21*t^5+4*t^6
11559,13n_3704,N,,1-5*t+12*t^2-20*t^3+28*t^4-31*t^5+28*t^6-20*t^7+12*t^8-5*t^9+t^10
11560,13n_3705,N,,-3+13*t-25*t^2+31*t^3-25*t^4+13*t^5-3*t^6
11561,13n_3706,N,,-1+3*t-5*t^2+7*t^3-5*t^4+3*t^5-t^6
11562,13n_3707,N,,7-25*t+47*t^2-57*t^3+47*t^4-25*t^5+7*t^6
11563,13n_3708,N,,3-17*t+41*t^2-53*t^3+41*t^4-17*t^5+3*t^6
11564,13n_3709,N,,-4+21*t-44*t^2+55*t^3-44*t^4+21*t^5-4*t^6
11565,13n_3710,N,,-3+17*t-38*t^2+49*t^3-38*t^4+17*t^5-3*t^6
11566,13n_3711,N,,8-26*t+43*t^2-49*t^3+43*t^4-26*t^5+8*t^6
11567,13n_3712,N,,2-11*t+27*t^2-37*t^3+39*t^4-37*t^5+27*t^6-11*t^7+2*t^8
11568,13n_3713,N,,-1+5*t-11*t^2+17*t^3-19*t^4+19*t^5-19*t^6+17*t^7-11*t^8+5*t^9-t^10
11569,13n_3714,N,,-1+5*t-11*t^2+19*t^3-29*t^4+35*t^5-29*t^6+19*t^7-11*t^8+5*t^9-t^10
11570,13n_3715,N,,-2+11*t-23*t^2+28*t^3-27*t^4+28*t^5-23*t^6+11*t^7-2*t^8
11571,13n_3716,N,,-2+10*t-22*t^2+34*t^3-39*t^4+34*t^5-22*t^6+10*t^7-2*t^8
11572,13n_3717,N,,-2+10*t-20*t^2+24*t^3-23*t^4+24*t^5-20*t^6+10*t^7-2*t^8
11573,13n_3718,N,,1-5*t+10*t^2-6*t^3+t^4-6*t^5+10*t^6-5*t^7+t^8
11574,13n_3719,N,,1-7*t+26*t^2-58*t^3+77*t^4-58*t^5+26*t^6-7*t^7+t^8
11575,13n_3720,N,,4-18*t+40*t^2-51*t^3+40*t^4-18*t^5+4*t^6
11576,13n_3721,N,,-2+12*t-31*t^2+52*t^3-61*t^4+52*t^5-31*t^6+12*t^7-2*t^8
11577,13n_3722,N,,-1+5*t-13*t^2+23*t^3-27*t^4+23*t^5-13*t^6+5*t^7-t^8
11578,13n_3723,N,,-2+9*t-18*t^2+23*t^3-18*t^4+9*t^5-2*t^6
11579,13n_3724,N,,-1+7*t-19*t^2+33*t^3-39*t^4+33*t^5-19*t^6+7*t^7-t^8
11580,13n_3725,N,,1-2*t+3*t^2-2*t^3+t^4
11581,13n_3726,N,,-2+9*t-18*t^2+23*t^3-18*t^4+9*t^5-2*t^6
11582,13n_3727,N,,1-2*t+3*t^2-2*t^3+t^4
11583,13n_3728,N,,-1+6*t-14*t^2+22*t^3-25*t^4+22*t^5-14*t^6+6*t^7-t^8
11584,13n_3729,N,,-2+12*t-27*t^2+35*t^3-27*t^4+12*t^5-2*t^6
11585,13n_3730,N,,3-15*t+31*t^2-37*t^3+31*t^4-15*t^5+3*t^6
11586,13n_3731,N,,5-23*t+37*t^2-23*t^3+5*t^4
11587,13n_3732,N,,1-4*t+6*t^2-4*t^3+3*t^4-3*t^5+3*t^6-4*t^7+6*t^8-4*t^9+t^10
11588,13n_3733,N,,2-9*t+16*t^2-14*t^3+11*t^4-14*t^5+16*t^6-9*t^7+2*t^8
11589,13n_3734,N,,1-4*t+5*t^2+3*t^3-17*t^4+25*t^5-17*t^6+3*t^7+5*t^8-4*t^9+t^10
11590,13n_3735,N,,2-10*t+23*t^2-34*t^3+39*t^4-34*t^5+23*t^6-10*t^7+2*t^8
11591,13n_3736,N,,3-14*t+28*t^2-33*t^3+28*t^4-14*t^5+3*t^6
11592,13n_3737,N,,-1+3*t-2*t^2-3*t^3+10*t^4-13*t^5+10*t^6-3*t^7-2*t^8+3*t^9-t^10
11593,13n_3738,N,,-1+3*t-2*t^2-3*t^3+10*t^4-13*t^5+10*t^6-3*t^7-2*t^8+3*t^9-t^10
11594,13n_3739,N,,-1+4*t-7*t^2+8*t^3-5*t^4+3*t^5-5*t^6+8*t^7-7*t^8+4*t^9-t^10
11595,13n_3740,N,,-2+11*t-26*t^2+41*t^3-47*t^4+41*t^5-26*t^6+11*t^7-2*t^8
11596,13n_3741,N,,-1+6*t-13*t^2+17*t^3-13*t^4+6*t^5-t^6
11597,13n_3742,N,,1-4*t+7*t^2-4*t^3-3*t^4+7*t^5-3*t^6-4*t^7+7*t^8-4*t^9+t^10
11598,13n_3743,N,,2-9*t+24*t^2-41*t^3+49*t^4-41*t^5+24*t^6-9*t^7+2*t^8
11599,13n_3744,N,,3-12*t+25*t^2-31*t^3+25*t^4-12*t^5+3*t^6
11600,13n_3745,N,,-1+4*t-7*t^2+8*t^3-5*t^4+3*t^5-5*t^6+8*t^7-7*t^8+4*t^9-t^10
11601,13n_3746,N,,-2+11*t-26*t^2+41*t^3-47*t^4+41*t^5-26*t^6+11*t^7-2*t^8
11602,13n_3747,N,,-1+6*t-13*t^2+17*t^3-13*t^4+6*t^5-t^6
11603,13n_3748,N,,1-4*t+7*t^2-4*t^3-3*t^4+7*t^5-3*t^6-4*t^7+7*t^8-4*t^9+t^10
11604,13n_3749,N,,2-9*t+24*t^2-41*t^3+49*t^4-41*t^5+24*t^6-9*t^7+2*t^8
11605,13n_3750,N,,3-12*t+25*t^2-31*t^3+25*t^4-12*t^5+3*t^6
11606,13n_3751,N,,-1+2*t-2*t^2+3*t^3-2*t^4+2*t^5-t^6
11607,13n_3752,N,,1-8*t+19*t^2-23*t^3+19*t^4-8*t^5+t^6
11608,13n_3753,N,,-1+3*t-3*t^2+6*t^4-9*t^5+6*t^6-3*t^8+3*t^9-t^10
11609,13n_3754,N,,-1+7*t-18*t^2+30*t^3-35*t^4+30*t^5-18*t^6+7*t^7-t^8
11610,13n_3755,N,,1-5*t+14*t^2-24*t^3+29*t^4-24*t^5+14*t^6-5*t^7+t^8
11611,13n_3756,N,,-2+5*t-t^2-8*t^3+13*t^4-8*t^5-t^6+5*t^7-2*t^8
11612,13n_3757,N,,-2+12*t-26*t^2+33*t^3-26*t^4+12*t^5-2*t^6
11613,13n_3758,N,,2-10*t+24*t^2-31*t^3+24*t^4-10*t^5+2*t^6
11614,13n_3759,N,,-1+t+4*t^2-10*t^3+13*t^4-10*t^5+4*t^6+t^7-t^8
11615,13n_3760,N,,-2+2*t+8*t^2-15*t^3+8*t^4+2*t^5-2*t^6
11616,13n_3761,N,,-2+7*t-11*t^2+13*t^3-11*t^4+7*t^5-2*t^6
11617,13n_3762,N,,-3+10*t-13*t^2+10*t^3-3*t^4
11618,13n_3763,N,,-1+3*t-3*t^2+5*t^4-7*t^5+5*t^6-3*t^8+3*t^9-t^10
11619,13n_3764,N,,1-3*t+5*t^2-3*t^3+t^4
11620,13n_3765,N,,1-4*t+7*t^2-4*t^3+t^4
11621,13n_3766,N,,-2+7*t-11*t^2+13*t^3-11*t^4+7*t^5-2*t^6
11622,13n_3767,N,,-3+10*t-13*t^2+10*t^3-3*t^4
11623,13n_3768,N,,-1+2*t-2*t^2+3*t^3-2*t^4+2*t^5-t^6
11624,13n_3769,N,,1-8*t+19*t^2-23*t^3+19*t^4-8*t^5+t^6
11625,13n_3770,N,,-1+4*t-7*t^2+8*t^3-5*t^4+3*t^5-5*t^6+8*t^7-7*t^8+4*t^9-t^10
11626,13n_3771,N,,-2+11*t-26*t^2+41*t^3-47*t^4+41*t^5-26*t^6+11*t^7-2*t^8
11627,13n_3772,N,,-1+6*t-13*t^2+17*t^3-13*t^4+6*t^5-t^6
11628,13n_3773,N,,1-4*t+7*t^2-4*t^3-3*t^4+7*t^5-3*t^6-4*t^7+7*t^8-4*t^9+t^10
11629,13n_3774,N,,2-9*t+24*t^2-41*t^3+49*t^4-41*t^5+24*t^6-9*t^7+2*t^8
11630,13n_3775,N,,3-12*t+25*t^2-31*t^3+25*t^4-12*t^5+3*t^6
11631,13n_3776,N,,-1+4*t-7*t^2+8*t^3-5*t^4+3*t^5-5*t^6+8*t^7-7*t^8+4*t^9-t^10
11632,13n_3777,N,,-2+11*t-26*t^2+41*t^3-47*t^4+41*t^5-26*t^6+11*t^7-2*t^8
11633,13n_3778,N,,-1+6*t-13*t^2+17*t^3-13*t^4+6*t^5-t^6
11634,13n_3779,N,,1-4*t+7*t^2-4*t^3-3*t^4+7*t^5-3*t^6-4*t^7+7*t^8-4*t^9+t^10
11635,13n_3780,N,,2-9*t+24*t^2-41*t^3+49*t^4-41*t^5+24*t^6-9*t^7+2*t^8
11636,13n_3781,N,,3-12*t+25*t^2-31*t^3+25*t^4-12*t^5+3*t^6
11637,13n_3782,N,,1-3*t+5*t^2-3*t^3+t^4
11638,13n_3783,N,,1-4*t+7*t^2-4*t^3+t^4
11639,13n_3784,N,,-2+10*t-21*t^2+31*t^3-35*t^4+31*t^5-21*t^6+10*t^7-2*t^8
11640,13n_3785,N,,-1+4*t-8*t^2+13*t^3-15*t^4+15*t^5-15*t^6+13*t^7-8*t^8+4*t^9-t^10
11641,13n_3786,N,,-4+21*t-44*t^2+55*t^3-44*t^4+21*t^5-4*t^6
11642,13n_3787,N,,-2+9*t-20*t^2+34*t^3-41*t^4+34*t^5-20*t^6+9*t^7-2*t^8
11643,13n_3788,N,,1-7*t+21*t^2-38*t^3+47*t^4-38*t^5+21*t^6-7*t^7+t^8
11644,13n_3789,N,,1-4*t+7*t^2-9*t^3+10*t^4-9*t^5+10*t^6-9*t^7+7*t^8-4*t^9+t^10
11645,13n_3790,N,,2-13*t+32*t^2-41*t^3+32*t^4-13*t^5+2*t^6
11646,13n_3791,N,,2-9*t+19*t^2-30*t^3+37*t^4-30*t^5+19*t^6-9*t^7+2*t^8
11647,13n_3792,N,,1-6*t+16*t^2-28*t^3+35*t^4-28*t^5+16*t^6-6*t^7+t^8
11648,13n_3793,N,,2-8*t+11*t^2-7*t^3+5*t^4-7*t^5+11*t^6-8*t^7+2*t^8
11649,13n_3794,N,,2-11*t+23*t^2-27*t^3+23*t^4-11*t^5+2*t^6
11650,13n_3795,N,,4-18*t+32*t^2-35*t^3+32*t^4-18*t^5+4*t^6
11651,13n_3796,N,,1-4*t+8*t^2-12*t^3+15*t^4-12*t^5+8*t^6-4*t^7+t^8
11652,13n_3797,N,,1-t-7*t^2+25*t^3-35*t^4+25*t^5-7*t^6-t^7+t^8
11653,13n_3798,N,,1-4*t+8*t^2-10*t^3+11*t^4-10*t^5+8*t^6-4*t^7+t^8
11654,13n_3799,N,,-1+6*t-12*t^2+16*t^3-17*t^4+16*t^5-12*t^6+6*t^7-t^8
11655,13n_3800,N,,-1+3*t-5*t^2+7*t^3-5*t^4+3*t^5-t^6
11656,13n_3801,N,,-1+7*t-19*t^2+32*t^3-37*t^4+32*t^5-19*t^6+7*t^7-t^8
11657,13n_3802,N,,1-t-7*t^2+25*t^3-35*t^4+25*t^5-7*t^6-t^7+t^8
11658,13n_3803,N,,-1+3*t-5*t^2+7*t^3-5*t^4+3*t^5-t^6
11659,13n_3804,N,,-1+7*t-18*t^2+31*t^3-37*t^4+31*t^5-18*t^6+7*t^7-t^8
11660,13n_3805,N,,-3+11*t-19*t^2+23*t^3-19*t^4+11*t^5-3*t^6
11661,13n_3806,N,,-1+6*t-14*t^2+24*t^3-29*t^4+24*t^5-14*t^6+6*t^7-t^8
11662,13n_3807,N,,-1+5*t-14*t^2+25*t^3-29*t^4+25*t^5-14*t^6+5*t^7-t^8
11663,13n_3808,N,,-1+10*t^2-24*t^3+31*t^4-24*t^5+10*t^6-t^8
11664,13n_3809,N,,-1+2*t+2*t^2-10*t^3+15*t^4-10*t^5+2*t^6+2*t^7-t^8
11665,13n_3810,N,,1-6*t+18*t^2-30*t^3+35*t^4-30*t^5+18*t^6-6*t^7+t^8
11666,13n_3811,N,,-1+t+2*t^2-3*t^3+2*t^4+t^5-t^6
11667,13n_3812,N,,-1+3*t-7*t^2+11*t^3-7*t^4+3*t^5-t^6
11668,13n_3813,N,,3-14*t+28*t^2-33*t^3+28*t^4-14*t^5+3*t^6
11669,13n_3814,N,,-1+4*t-6*t^2+2*t^3+9*t^4-15*t^5+9*t^6+2*t^7-6*t^8+4*t^9-t^10
11670,13n_3815,N,,-1+4*t-3*t^2-3*t^3+7*t^4-3*t^5-3*t^6+4*t^7-t^8
11671,13n_3816,N,,-1+6*t-17*t^2+31*t^3-37*t^4+31*t^5-17*t^6+6*t^7-t^8
11672,13n_3817,N,,-1+10*t^2-24*t^3+31*t^4-24*t^5+10*t^6-t^8
11673,13n_3818,N,,-2+6*t-9*t^2+11*t^3-9*t^4+6*t^5-2*t^6
11674,13n_3819,N,,-4+12*t-15*t^2+12*t^3-4*t^4
11675,13n_3820,N,,2-8*t+16*t^2-19*t^3+16*t^4-8*t^5+2*t^6
11676,13n_3821,N,,2-8*t+16*t^2-19*t^3+16*t^4-8*t^5+2*t^6
11677,13n_3822,N,,-1+5*t-14*t^2+25*t^3-29*t^4+25*t^5-14*t^6+5*t^7-t^8
11678,13n_3823,N,,-1+7*t-18*t^2+31*t^3-37*t^4+31*t^5-18*t^6+7*t^7-t^8
11679,13n_3824,N,,-1+6*t-14*t^2+24*t^3-29*t^4+24*t^5-14*t^6+6*t^7-t^8
11680,13n_3825,N,,-4+14*t-19*t^2+14*t^3-4*t^4
11681,13n_3826,N,,1-7*t+16*t^2-19*t^3+16*t^4-7*t^5+t^6
11682,13n_3827,N,,-1+7*t-18*t^2+25*t^3-18*t^4+7*t^5-t^6
11683,13n_3828,N,,1-5*t+11*t^2-13*t^3+11*t^4-5*t^5+t^6
11684,13n_3829,N,,1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
11685,13n_3830,N,,-1+3*t-5*t^2+7*t^3-5*t^4+3*t^5-t^6
11686,13n_3831,N,,-3+11*t-19*t^2+23*t^3-19*t^4+11*t^5-3*t^6
11687,13n_3832,N,,1-7*t+16*t^2-19*t^3+16*t^4-7*t^5+t^6
11688,13n_3833,N,,-1+7*t-18*t^2+25*t^3-18*t^4+7*t^5-t^6
11689,13n_3834,N,,-4+14*t-19*t^2+14*t^3-4*t^4
11690,13n_3835,N,,-1+3*t-5*t^2+7*t^3-5*t^4+3*t^5-t^6
11691,13n_3836,N,,-1+7*t-19*t^2+32*t^3-37*t^4+32*t^5-19*t^6+7*t^7-t^8
11692,13n_3837,N,,3-6*t-t^2+19*t^3-29*t^4+19*t^5-t^6-6*t^7+3*t^8
11693,13n_3838,N,,-1+3*t-3*t^2+5*t^4-7*t^5+5*t^6-3*t^8+3*t^9-t^10
11694,13n_3839,N,,1-5*t+13*t^2-21*t^3+25*t^4-21*t^5+13*t^6-5*t^7+t^8
11695,13n_3840,N,,-1+4*t-6*t^2+2*t^3+9*t^4-15*t^5+9*t^6+2*t^7-6*t^8+4*t^9-t^10
11696,13n_3841,N,,-1+3*t-t^2-7*t^3+18*t^4-23*t^5+18*t^6-7*t^7-t^8+3*t^9-t^10
11697,13n_3842,N,,-1+3*t-3*t^2+3*t^3-t^4
11698,13n_3843,N,,2-5*t+7*t^2-5*t^3+2*t^4
11699,13n_3844,N,,-1+3*t-3*t^2+3*t^3-t^4
11700,13n_3845,N,,-2+6*t-9*t^2+11*t^3-9*t^4+6*t^5-2*t^6
11701,13n_3846,N,,-4+12*t-15*t^2+12*t^3-4*t^4
11702,13n_3847,N,,2-6*t+9*t^2-6*t^3+2*t^4
11703,13n_3848,N,,-4+12*t-15*t^2+12*t^3-4*t^4
11704,13n_3849,N,,1-6*t+18*t^2-33*t^3+41*t^4-33*t^5+18*t^6-6*t^7+t^8
11705,13n_3850,N,,1-5*t+10*t^2-11*t^3+10*t^4-5*t^5+t^6
11706,13n_3851,N,,-1+3*t-7*t^2+11*t^3-7*t^4+3*t^5-t^6
11707,13n_3852,N,,3-14*t+28*t^2-33*t^3+28*t^4-14*t^5+3*t^6
11708,13n_3853,N,,-1+t+2*t^2-3*t^3+2*t^4+t^5-t^6
11709,13n_3854,N,,1-4*t+5*t^2+5*t^3-22*t^4+31*t^5-22*t^6+5*t^7+5*t^8-4*t^9+t^10
11710,13n_3855,N,,-1+3*t-3*t^2+3*t^3-t^4
11711,13n_3856,N,,-1+3*t-3*t^2+3*t^3-t^4
11712,13n_3857,N,,2-5*t+7*t^2-5*t^3+2*t^4
11713,13n_3858,N,,-1+3*t-3*t^2+3*t^3-3*t^4+3*t^5-t^6
11714,13n_3859,N,,-1+3*t-3*t^2+3*t^3-3*t^4+3*t^5-t^6
11715,13n_3860,N,,1-6*t+18*t^2-33*t^3+41*t^4-33*t^5+18*t^6-6*t^7+t^8
11716,13n_3861,N,,-4+12*t-15*t^2+12*t^3-4*t^4
11717,13n_3862,N,,-1+2*t+2*t^2-10*t^3+15*t^4-10*t^5+2*t^6+2*t^7-t^8
11718,13n_3863,N,,1-5*t+11*t^2-13*t^3+11*t^4-5*t^5+t^6
11719,13n_3864,N,,1-5*t+10*t^2-11*t^3+10*t^4-5*t^5+t^6
11720,13n_3865,N,,2-6*t+9*t^2-6*t^3+2*t^4
11721,13n_3866,N,,2-8*t+19*t^2-29*t^3+33*t^4-29*t^5+19*t^6-8*t^7+2*t^8
11722,13n_3867,N,,1-4*t+8*t^2-9*t^3+9*t^4-9*t^5+9*t^6-9*t^7+8*t^8-4*t^9+t^10
11723,13n_3868,N,,4-17*t+38*t^2-49*t^3+38*t^4-17*t^5+4*t^6
11724,13n_3869,N,,2-9*t+20*t^2-26*t^3+27*t^4-26*t^5+20*t^6-9*t^7+2*t^8
