,name,alternating,positive,alexander_polynomial
1185,12a_384,Y,N,2-14*t+36*t^2-47*t^3+36*t^4-14*t^5+2*t^6
1186,12a_385,Y,N,2-14*t+38*t^2-53*t^3+38*t^4-14*t^5+2*t^6
1187,12a_386,Y,N,1-8*t+25*t^2-39*t^3+43*t^4-39*t^5+25*t^6-8*t^7+t^8
1188,12a_387,Y,N,1-8*t+27*t^2-53*t^3+67*t^4-53*t^5+27*t^6-8*t^7+t^8
1189,12a_388,Y,N,1-8*t+27*t^2-53*t^3+67*t^4-53*t^5+27*t^6-8*t^7+t^8
1190,12a_389,Y,N,1-9*t+33*t^2-70*t^3+89*t^4-70*t^5+33*t^6-9*t^7+t^8
1191,12a_390,Y,N,2-11*t+29*t^2-50*t^3+59*t^4-50*t^5+29*t^6-11*t^7+2*t^8
1194,12a_393,Y,N,5-27*t+60*t^2-77*t^3+60*t^4-27*t^5+5*t^6
1195,12a_394,Y,N,2-9*t+23*t^2-36*t^3+41*t^4-36*t^5+23*t^6-9*t^7+2*t^8
1196,12a_395,Y,N,4-18*t+42*t^2-55*t^3+42*t^4-18*t^5+4*t^6
1197,12a_396,Y,N,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
1198,12a_397,Y,N,3-20*t+48*t^2-63*t^3+48*t^4-20*t^5+3*t^6
1199,12a_398,Y,N,1-7*t+22*t^2-39*t^3+47*t^4-39*t^5+22*t^6-7*t^7+t^8
1200,12a_399,Y,N,5-22*t+48*t^2-61*t^3+48*t^4-22*t^5+5*t^6
1201,12a_400,Y,N,3-18*t+48*t^2-65*t^3+48*t^4-18*t^5+3*t^6
1202,12a_401,Y,N,2-14*t+38*t^2-51*t^3+38*t^4-14*t^5+2*t^6
1203,12a_402,Y,N,1-8*t+29*t^2-60*t^3+75*t^4-60*t^5+29*t^6-8*t^7+t^8
1204,12a_403,Y,N,3-19*t+49*t^2-67*t^3+49*t^4-19*t^5+3*t^6
1205,12a_404,Y,N,3-17*t+37*t^2-45*t^3+37*t^4-17*t^5+3*t^6
1206,12a_405,Y,N,3-19*t+45*t^2-57*t^3+45*t^4-19*t^5+3*t^6
1207,12a_406,Y,N,2-16*t+43*t^2-57*t^3+43*t^4-16*t^5+2*t^6
1208,12a_407,Y,N,3-21*t+60*t^2-83*t^3+60*t^4-21*t^5+3*t^6
1209,12a_408,Y,N,5-29*t+66*t^2-85*t^3+66*t^4-29*t^5+5*t^6
1210,12a_409,Y,N,2-10*t+20*t^2-27*t^3+29*t^4-27*t^5+20*t^6-10*t^7+2*t^8
1211,12a_410,Y,N,4-22*t+48*t^2-61*t^3+48*t^4-22*t^5+4*t^6
1212,12a_411,Y,N,2-9*t+21*t^2-29*t^3+31*t^4-29*t^5+21*t^6-9*t^7+2*t^8
1213,12a_412,Y,N,4-20*t+49*t^2-65*t^3+49*t^4-20*t^5+4*t^6
1214,12a_413,Y,N,1-8*t+29*t^2-62*t^3+79*t^4-62*t^5+29*t^6-8*t^7+t^8
1215,12a_414,Y,N,9-37*t+55*t^2-37*t^3+9*t^4
1216,12a_415,Y,N,1-8*t+27*t^2-54*t^3+69*t^4-54*t^5+27*t^6-8*t^7+t^8
1217,12a_416,Y,N,1-8*t+25*t^2-44*t^3+51*t^4-44*t^5+25*t^6-8*t^7+t^8
1218,12a_417,Y,N,1-8*t+28*t^2-55*t^3+67*t^4-55*t^5+28*t^6-8*t^7+t^8
1219,12a_418,Y,N,1-8*t+27*t^2-54*t^3+67*t^4-54*t^5+27*t^6-8*t^7+t^8
1220,12a_419,Y,N,1-9*t+32*t^2-61*t^3+73*t^4-61*t^5+32*t^6-9*t^7+t^8
1223,12a_422,Y,N,2-6*t+10*t^2-11*t^3+11*t^4-11*t^5+10*t^6-6*t^7+2*t^8
1224,12a_423,Y,N,4-14*t+26*t^2-31*t^3+26*t^4-14*t^5+4*t^6
1225,12a_424,Y,N,4-15*t+29*t^2-35*t^3+29*t^4-15*t^5+4*t^6
1226,12a_425,Y,N,6-20*t+29*t^2-20*t^3+6*t^4
1227,12a_426,Y,N,1-8*t+29*t^2-60*t^3+77*t^4-60*t^5+29*t^6-8*t^7+t^8
1228,12a_427,Y,N,1-8*t+26*t^2-48*t^3+59*t^4-48*t^5+26*t^6-8*t^7+t^8
1229,12a_428,Y,N,2-9*t+21*t^2-32*t^3+37*t^4-32*t^5+21*t^6-9*t^7+2*t^8
1230,12a_429,Y,N,4-19*t+42*t^2-53*t^3+42*t^4-19*t^5+4*t^6
1231,12a_430,Y,N,2-10*t+27*t^2-45*t^3+53*t^4-45*t^5+27*t^6-10*t^7+2*t^8
1234,12a_433,Y,N,3-19*t+44*t^2-57*t^3+44*t^4-19*t^5+3*t^6
1235,12a_434,Y,N,1-8*t+23*t^2-41*t^3+49*t^4-41*t^5+23*t^6-8*t^7+t^8
1236,12a_435,Y,N,1-8*t+26*t^2-48*t^3+59*t^4-48*t^5+26*t^6-8*t^7+t^8
1237,12a_436,Y,N,1-7*t+18*t^2-29*t^3+33*t^4-29*t^5+18*t^6-7*t^7+t^8
1238,12a_437,Y,N,2-14*t+35*t^2-47*t^3+35*t^4-14*t^5+2*t^6
1239,12a_438,Y,N,1-8*t+25*t^2-44*t^3+53*t^4-44*t^5+25*t^6-8*t^7+t^8
1240,12a_439,Y,N,1-9*t+34*t^2-71*t^3+91*t^4-71*t^5+34*t^6-9*t^7+t^8
1241,12a_440,Y,N,2-9*t+20*t^2-28*t^3+31*t^4-28*t^5+20*t^6-9*t^7+2*t^8
1242,12a_441,Y,N,4-20*t+46*t^2-59*t^3+46*t^4-20*t^5+4*t^6
1245,12a_444,Y,N,2-13*t+30*t^2-39*t^3+30*t^4-13*t^5+2*t^6
1246,12a_445,Y,N,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
1247,12a_446,Y,N,1-8*t+26*t^2-50*t^3+61*t^4-50*t^5+26*t^6-8*t^7+t^8
1248,12a_447,Y,N,2-12*t+28*t^2-37*t^3+28*t^4-12*t^5+2*t^6
1249,12a_448,Y,N,5-26*t+43*t^2-26*t^3+5*t^4
1250,12a_449,Y,N,2-16*t+45*t^2-61*t^3+45*t^4-16*t^5+2*t^6
1251,12a_450,Y,N,2-16*t+50*t^2-71*t^3+50*t^4-16*t^5+2*t^6
1252,12a_451,Y,N,1-8*t+27*t^2-53*t^3+65*t^4-53*t^5+27*t^6-8*t^7+t^8
1253,12a_452,Y,N,1-8*t+28*t^2-55*t^3+69*t^4-55*t^5+28*t^6-8*t^7+t^8
1254,12a_453,Y,N,1-7*t+18*t^2-30*t^3+37*t^4-30*t^5+18*t^6-7*t^7+t^8
1255,12a_454,Y,N,2-12*t+24*t^2-27*t^3+24*t^4-12*t^5+2*t^6
1256,12a_455,Y,N,1-8*t+27*t^2-52*t^3+63*t^4-52*t^5+27*t^6-8*t^7+t^8
1257,12a_456,Y,N,1-8*t+25*t^2-48*t^3+61*t^4-48*t^5+25*t^6-8*t^7+t^8
1258,12a_457,Y,N,1-8*t+29*t^2-60*t^3+75*t^4-60*t^5+29*t^6-8*t^7+t^8
1259,12a_458,Y,N,1-9*t+32*t^2-63*t^3+79*t^4-63*t^5+32*t^6-9*t^7+t^8
1260,12a_459,Y,N,3-21*t+58*t^2-79*t^3+58*t^4-21*t^5+3*t^6
1261,12a_460,Y,N,2-17*t+53*t^2-77*t^3+53*t^4-17*t^5+2*t^6
1262,12a_461,Y,N,5-25*t+53*t^2-67*t^3+53*t^4-25*t^5+5*t^6
1263,12a_462,Y,N,1-7*t+19*t^2-32*t^3+39*t^4-32*t^5+19*t^6-7*t^7+t^8
1264,12a_463,Y,N,2-12*t+26*t^2-31*t^3+26*t^4-12*t^5+2*t^6
1265,12a_464,Y,N,1-7*t+24*t^2-49*t^3+63*t^4-49*t^5+24*t^6-7*t^7+t^8
1266,12a_465,Y,N,1-8*t+26*t^2-52*t^3+67*t^4-52*t^5+26*t^6-8*t^7+t^8
1267,12a_466,Y,N,1-8*t+26*t^2-44*t^3+51*t^4-44*t^5+26*t^6-8*t^7+t^8
1268,12a_467,Y,N,1-8*t+29*t^2-60*t^3+75*t^4-60*t^5+29*t^6-8*t^7+t^8
1269,12a_468,Y,N,1-8*t+23*t^2-40*t^3+47*t^4-40*t^5+23*t^6-8*t^7+t^8
1270,12a_469,Y,N,1-7*t+24*t^2-47*t^3+59*t^4-47*t^5+24*t^6-7*t^7+t^8
1271,12a_470,Y,N,1-8*t+27*t^2-54*t^3+67*t^4-54*t^5+27*t^6-8*t^7+t^8
1272,12a_471,Y,N,4-21*t+35*t^2-21*t^3+4*t^4
1273,12a_472,Y,N,3-22*t+56*t^2-75*t^3+56*t^4-22*t^5+3*t^6
1274,12a_473,Y,N,1-8*t+30*t^2-64*t^3+83*t^4-64*t^5+30*t^6-8*t^7+t^8
1275,12a_474,Y,N,1-9*t+32*t^2-63*t^3+77*t^4-63*t^5+32*t^6-9*t^7+t^8
1276,12a_475,Y,N,1-8*t+28*t^2-56*t^3+69*t^4-56*t^5+28*t^6-8*t^7+t^8
1277,12a_476,Y,N,1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
1278,12a_477,Y,N,1-11*t+41*t^2-63*t^3+41*t^4-11*t^5+t^6
1279,12a_478,Y,N,1-8*t+25*t^2-46*t^3+55*t^4-46*t^5+25*t^6-8*t^7+t^8
1280,12a_479,Y,N,1-8*t+28*t^2-56*t^3+71*t^4-56*t^5+28*t^6-8*t^7+t^8
1281,12a_480,Y,N,1-8*t+30*t^2-64*t^3+81*t^4-64*t^5+30*t^6-8*t^7+t^8
1282,12a_481,Y,N,2-13*t+28*t^2-33*t^3+28*t^4-13*t^5+2*t^6
1283,12a_482,Y,N,4-23*t+39*t^2-23*t^3+4*t^4
1284,12a_483,Y,N,1-9*t+35*t^2-75*t^3+95*t^4-75*t^5+35*t^6-9*t^7+t^8
1285,12a_484,Y,N,1-9*t+32*t^2-63*t^3+79*t^4-63*t^5+32*t^6-9*t^7+t^8
1286,12a_485,Y,N,1-8*t+28*t^2-56*t^3+69*t^4-56*t^5+28*t^6-8*t^7+t^8
1287,12a_486,Y,N,1-9*t+31*t^2-59*t^3+73*t^4-59*t^5+31*t^6-9*t^7+t^8
1288,12a_487,Y,N,1-8*t+29*t^2-58*t^3+71*t^4-58*t^5+29*t^6-8*t^7+t^8
1289,12a_488,Y,N,1-7*t+22*t^2-37*t^3+41*t^4-37*t^5+22*t^6-7*t^7+t^8
1290,12a_489,Y,N,3-20*t+50*t^2-65*t^3+50*t^4-20*t^5+3*t^6
1292,12a_491,Y,N,2-14*t+42*t^2-61*t^3+42*t^4-14*t^5+2*t^6
1293,12a_492,Y,N,2-15*t+47*t^2-69*t^3+47*t^4-15*t^5+2*t^6
1294,12a_493,Y,N,1-7*t+22*t^2-36*t^3+39*t^4-36*t^5+22*t^6-7*t^7+t^8
1295,12a_494,Y,N,2-15*t+48*t^2-71*t^3+48*t^4-15*t^5+2*t^6
1296,12a_495,Y,N,2-11*t+30*t^2-50*t^3+59*t^4-50*t^5+30*t^6-11*t^7+2*t^8
1297,12a_496,Y,N,2-12*t+32*t^2-55*t^3+65*t^4-55*t^5+32*t^6-12*t^7+2*t^8
1298,12a_497,Y,N,1-7*t+23*t^2-45*t^3+57*t^4-45*t^5+23*t^6-7*t^7+t^8
1299,12a_498,Y,N,1-7*t+23*t^2-45*t^3+55*t^4-45*t^5+23*t^6-7*t^7+t^8
1300,12a_499,Y,N,1-7*t+25*t^2-51*t^3+65*t^4-51*t^5+25*t^6-7*t^7+t^8
1301,12a_500,Y,N,1-7*t+21*t^2-35*t^3+39*t^4-35*t^5+21*t^6-7*t^7+t^8
1302,12a_501,Y,N,1-7*t+23*t^2-43*t^3+51*t^4-43*t^5+23*t^6-7*t^7+t^8
1303,12a_502,Y,N,2-8*t+13*t^2-15*t^3+15*t^4-15*t^5+13*t^6-8*t^7+2*t^8
1304,12a_503,Y,N,1-7*t+19*t^2-27*t^3+27*t^4-27*t^5+19*t^6-7*t^7+t^8
1305,12a_504,Y,N,4-18*t+34*t^2-41*t^3+34*t^4-18*t^5+4*t^6
1306,12a_505,Y,N,1-7*t+21*t^2-39*t^3+47*t^4-39*t^5+21*t^6-7*t^7+t^8
1307,12a_506,Y,N,1-7*t+21*t^2-39*t^3+49*t^4-39*t^5+21*t^6-7*t^7+t^8
1308,12a_507,Y,N,2-8*t+15*t^2-21*t^3+23*t^4-21*t^5+15*t^6-8*t^7+2*t^8
1309,12a_508,Y,N,4-16*t+28*t^2-33*t^3+28*t^4-16*t^5+4*t^6
1310,12a_509,Y,N,2-10*t+26*t^2-45*t^3+53*t^4-45*t^5+26*t^6-10*t^7+2*t^8
1311,12a_510,Y,N,4-20*t+44*t^2-57*t^3+44*t^4-20*t^5+4*t^6
1312,12a_511,Y,N,2-8*t+17*t^2-23*t^3+25*t^4-23*t^5+17*t^6-8*t^7+2*t^8
1313,12a_512,Y,N,1-7*t+19*t^2-31*t^3+35*t^4-31*t^5+19*t^6-7*t^7+t^8
1314,12a_513,Y,N,4-18*t+40*t^2-51*t^3+40*t^4-18*t^5+4*t^6
1315,12a_514,Y,N,4-19*t+43*t^2-55*t^3+43*t^4-19*t^5+4*t^6
1316,12a_515,Y,N,1-7*t+21*t^2-37*t^3+45*t^4-37*t^5+21*t^6-7*t^7+t^8
1317,12a_516,Y,N,1-7*t+23*t^2-47*t^3+59*t^4-47*t^5+23*t^6-7*t^7+t^8
1318,12a_517,Y,N,1-7*t+19*t^2-29*t^3+33*t^4-29*t^5+19*t^6-7*t^7+t^8
1319,12a_518,Y,N,2-13*t+37*t^2-53*t^3+37*t^4-13*t^5+2*t^6
1320,12a_519,Y,N,2-8*t+14*t^2-20*t^3+23*t^4-20*t^5+14*t^6-8*t^7+2*t^8
1321,12a_520,Y,N,4-17*t+29*t^2-33*t^3+29*t^4-17*t^5+4*t^6
1322,12a_521,Y,N,1-7*t+17*t^2-21*t^3+21*t^4-21*t^5+17*t^6-7*t^7+t^8
1323,12a_522,Y,N,4-19*t+39*t^2-49*t^3+39*t^4-19*t^5+4*t^6
1324,12a_523,Y,N,2-10*t+26*t^2-43*t^3+51*t^4-43*t^5+26*t^6-10*t^7+2*t^8
1325,12a_524,Y,N,2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
1326,12a_525,Y,N,2-13*t+33*t^2-45*t^3+33*t^4-13*t^5+2*t^6
1327,12a_526,Y,N,2-10*t+25*t^2-43*t^3+51*t^4-43*t^5+25*t^6-10*t^7+2*t^8
1328,12a_527,Y,N,2-10*t+25*t^2-39*t^3+45*t^4-39*t^5+25*t^6-10*t^7+2*t^8
1329,12a_528,Y,N,1-7*t+21*t^2-39*t^3+47*t^4-39*t^5+21*t^6-7*t^7+t^8
1330,12a_529,Y,N,2-15*t+45*t^2-65*t^3+45*t^4-15*t^5+2*t^6
1331,12a_530,Y,N,3-19*t+51*t^2-71*t^3+51*t^4-19*t^5+3*t^6
1332,12a_531,Y,N,2-8*t+18*t^2-30*t^3+35*t^4-30*t^5+18*t^6-8*t^7+2*t^8
1333,12a_532,Y,N,4-15*t+27*t^2-33*t^3+27*t^4-15*t^5+4*t^6
1334,12a_533,Y,N,2-8*t+18*t^2-26*t^3+29*t^4-26*t^5+18*t^6-8*t^7+2*t^8
1335,12a_534,Y,N,4-17*t+37*t^2-47*t^3+37*t^4-17*t^5+4*t^6
1336,12a_535,Y,N,1-7*t+21*t^2-37*t^3+43*t^4-37*t^5+21*t^6-7*t^7+t^8
1337,12a_536,Y,N,1-7*t+19*t^2-27*t^3+29*t^4-27*t^5+19*t^6-7*t^7+t^8
1338,12a_537,Y,N,2-15*t+43*t^2-59*t^3+43*t^4-15*t^5+2*t^6
1339,12a_538,Y,N,2-8*t+12*t^2-13*t^3+13*t^4-13*t^5+12*t^6-8*t^7+2*t^8
1340,12a_539,Y,N,4-18*t+32*t^2-37*t^3+32*t^4-18*t^5+4*t^6
1341,12a_540,Y,N,4-19*t+37*t^2-45*t^3+37*t^4-19*t^5+4*t^6
1342,12a_541,Y,N,1-7*t+19*t^2-31*t^3+37*t^4-31*t^5+19*t^6-7*t^7+t^8
1343,12a_542,Y,N,7-31*t+47*t^2-31*t^3+7*t^4
1344,12a_543,Y,N,3-21*t+57*t^2-77*t^3+57*t^4-21*t^5+3*t^6
1345,12a_544,Y,N,2-8*t+19*t^2-31*t^3+37*t^4-31*t^5+19*t^6-8*t^7+2*t^8
1346,12a_545,Y,N,4-16*t+32*t^2-39*t^3+32*t^4-16*t^5+4*t^6
1347,12a_546,Y,N,3-21*t+55*t^2-73*t^3+55*t^4-21*t^5+3*t^6
1348,12a_547,Y,N,5-25*t+53*t^2-67*t^3+53*t^4-25*t^5+5*t^6
1349,12a_548,Y,N,4-14*t+23*t^2-27*t^3+23*t^4-14*t^5+4*t^6
1350,12a_549,Y,N,8-28*t+39*t^2-28*t^3+8*t^4
1351,12a_550,Y,N,2-13*t+35*t^2-49*t^3+35*t^4-13*t^5+2*t^6
1352,12a_551,Y,N,6-26*t+39*t^2-26*t^3+6*t^4
1353,12a_552,Y,N,2-13*t+31*t^2-39*t^3+31*t^4-13*t^5+2*t^6
1354,12a_553,Y,N,2-10*t+26*t^2-41*t^3+47*t^4-41*t^5+26*t^6-10*t^7+2*t^8
1355,12a_554,Y,N,2-15*t+45*t^2-65*t^3+45*t^4-15*t^5+2*t^6
1356,12a_555,Y,N,3-18*t+45*t^2-61*t^3+45*t^4-18*t^5+3*t^6
1357,12a_556,Y,N,4-17*t+32*t^2-39*t^3+32*t^4-17*t^5+4*t^6
1358,12a_557,Y,N,7-27*t+39*t^2-27*t^3+7*t^4
1359,12a_558,Y,N,2-11*t+29*t^2-47*t^3+55*t^4-47*t^5+29*t^6-11*t^7+2*t^8
1360,12a_559,Y,N,4-21*t+49*t^2-63*t^3+49*t^4-21*t^5+4*t^6
1361,12a_560,Y,N,2-15*t+41*t^2-57*t^3+41*t^4-15*t^5+2*t^6
1362,12a_561,Y,N,1-7*t+25*t^2-49*t^3+61*t^4-49*t^5+25*t^6-7*t^7+t^8
1363,12a_562,Y,N,2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
1364,12a_563,Y,N,4-16*t+25*t^2-27*t^3+25*t^4-16*t^5+4*t^6
1365,12a_564,Y,N,8-34*t+51*t^2-34*t^3+8*t^4
1366,12a_565,Y,N,1-7*t+23*t^2-41*t^3+49*t^4-41*t^5+23*t^6-7*t^7+t^8
1367,12a_566,Y,N,2-13*t+37*t^2-51*t^3+37*t^4-13*t^5+2*t^6
1368,12a_567,Y,N,2-12*t+31*t^2-50*t^3+59*t^4-50*t^5+31*t^6-12*t^7+2*t^8
1369,12a_568,Y,N,4-18*t+35*t^2-43*t^3+35*t^4-18*t^5+4*t^6
1370,12a_569,Y,N,1-7*t+21*t^2-31*t^3+33*t^4-31*t^5+21*t^6-7*t^7+t^8
1371,12a_570,Y,N,2-15*t+47*t^2-67*t^3+47*t^4-15*t^5+2*t^6
1372,12a_571,Y,N,2-12*t+33*t^2-58*t^3+69*t^4-58*t^5+33*t^6-12*t^7+2*t^8
1373,12a_572,Y,N,2-9*t+21*t^2-35*t^3+41*t^4-35*t^5+21*t^6-9*t^7+2*t^8
1374,12a_573,Y,N,2-9*t+19*t^2-27*t^3+29*t^4-27*t^5+19*t^6-9*t^7+2*t^8
1377,12a_576,Y,N,1-3*t+6*t^2-8*t^3+9*t^4-9*t^5+9*t^6-8*t^7+6*t^8-3*t^9+t^10
1378,12a_577,Y,N,2-7*t+15*t^2-22*t^3+25*t^4-22*t^5+15*t^6-7*t^7+2*t^8
1379,12a_578,Y,N,2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
1380,12a_579,Y,N,1-7*t+21*t^2-37*t^3+45*t^4-37*t^5+21*t^6-7*t^7+t^8
1381,12a_580,Y,N,2-6*t+10*t^2-11*t^3+11*t^4-11*t^5+10*t^6-6*t^7+2*t^8
1382,12a_581,Y,N,4-14*t+26*t^2-31*t^3+26*t^4-14*t^5+4*t^6
1383,12a_582,Y,N,4-15*t+29*t^2-35*t^3+29*t^4-15*t^5+4*t^6
1384,12a_583,Y,N,1-7*t+19*t^2-33*t^3+41*t^4-33*t^5+19*t^6-7*t^7+t^8
1385,12a_584,Y,N,1-7*t+19*t^2-29*t^3+31*t^4-29*t^5+19*t^6-7*t^7+t^8
1386,12a_585,Y,N,2-15*t+43*t^2-61*t^3+43*t^4-15*t^5+2*t^6
1388,12a_587,Y,N,2-10*t+22*t^2-34*t^3+39*t^4-34*t^5+22*t^6-10*t^7+2*t^8
1389,12a_588,Y,N,2-11*t+30*t^2-53*t^3+63*t^4-53*t^5+30*t^6-11*t^7+2*t^8
1390,12a_589,Y,N,2-9*t+23*t^2-37*t^3+43*t^4-37*t^5+23*t^6-9*t^7+2*t^8
1391,12a_590,Y,N,2-9*t+19*t^2-29*t^3+33*t^4-29*t^5+19*t^6-9*t^7+2*t^8
1392,12a_591,Y,N,3-13*t+24*t^2-29*t^3+24*t^4-13*t^5+3*t^6
1393,12a_592,Y,N,5-24*t+49*t^2-61*t^3+49*t^4-24*t^5+5*t^6
1394,12a_593,Y,N,4-19*t+41*t^2-53*t^3+41*t^4-19*t^5+4*t^6
1395,12a_594,Y,N,3-11*t+22*t^2-27*t^3+22*t^4-11*t^5+3*t^6
1396,12a_595,Y,N,2-13*t+33*t^2-43*t^3+33*t^4-13*t^5+2*t^6
1397,12a_596,Y,N,6-20*t+29*t^2-20*t^3+6*t^4
1398,12a_597,Y,N,2-13*t+29*t^2-35*t^3+29*t^4-13*t^5+2*t^6
1399,12a_598,Y,N,2-10*t+25*t^2-43*t^3+51*t^4-43*t^5+25*t^6-10*t^7+2*t^8
1400,12a_599,Y,N,2-10*t+26*t^2-42*t^3+49*t^4-42*t^5+26*t^6-10*t^7+2*t^8
1401,12a_600,Y,N,4-15*t+23*t^2-25*t^3+23*t^4-15*t^5+4*t^6
1402,12a_601,Y,N,8-32*t+47*t^2-32*t^3+8*t^4
1403,12a_602,Y,N,2-11*t+28*t^2-46*t^3+55*t^4-46*t^5+28*t^6-11*t^7+2*t^8
1404,12a_603,Y,N,4-22*t+50*t^2-63*t^3+50*t^4-22*t^5+4*t^6
1405,12a_604,Y,N,3-20*t+53*t^2-71*t^3+53*t^4-20*t^5+3*t^6
1406,12a_605,Y,N,2-9*t+20*t^2-30*t^3+33*t^4-30*t^5+20*t^6-9*t^7+2*t^8
1407,12a_606,Y,N,4-18*t+38*t^2-49*t^3+38*t^4-18*t^5+4*t^6
1408,12a_607,Y,N,2-9*t+22*t^2-34*t^3+39*t^4-34*t^5+22*t^6-9*t^7+2*t^8
1409,12a_608,Y,N,4-19*t+44*t^2-57*t^3+44*t^4-19*t^5+4*t^6
1410,12a_609,Y,N,5-23*t+51*t^2-65*t^3+51*t^4-23*t^5+5*t^6
1412,12a_611,Y,N,4-24*t+55*t^2-71*t^3+55*t^4-24*t^5+4*t^6
1413,12a_612,Y,N,4-17*t+32*t^2-39*t^3+32*t^4-17*t^5+4*t^6
1414,12a_613,Y,N,3-15*t+36*t^2-47*t^3+36*t^4-15*t^5+3*t^6
1415,12a_614,Y,N,3-20*t+51*t^2-67*t^3+51*t^4-20*t^5+3*t^6
1417,12a_616,Y,N,2-11*t+32*t^2-55*t^3+65*t^4-55*t^5+32*t^6-11*t^7+2*t^8
1418,12a_617,Y,N,2-9*t+22*t^2-35*t^3+41*t^4-35*t^5+22*t^6-9*t^7+2*t^8
1419,12a_618,Y,N,2-11*t+31*t^2-53*t^3+63*t^4-53*t^5+31*t^6-11*t^7+2*t^8
1420,12a_619,Y,N,6-24*t+35*t^2-24*t^3+6*t^4
1421,12a_620,Y,N,2-12*t+33*t^2-55*t^3+65*t^4-55*t^5+33*t^6-12*t^7+2*t^8
1422,12a_621,Y,N,1-8*t+22*t^2-36*t^3+41*t^4-36*t^5+22*t^6-8*t^7+t^8
1423,12a_622,Y,N,2-17*t+47*t^2-65*t^3+47*t^4-17*t^5+2*t^6
1424,12a_623,Y,N,4-20*t+43*t^2-55*t^3+43*t^4-20*t^5+4*t^6
1425,12a_624,Y,N,4-18*t+41*t^2-53*t^3+41*t^4-18*t^5+4*t^6
1426,12a_625,Y,N,3-19*t+49*t^2-67*t^3+49*t^4-19*t^5+3*t^6
1427,12a_626,Y,N,2-12*t+34*t^2-61*t^3+73*t^4-61*t^5+34*t^6-12*t^7+2*t^8
1428,12a_627,Y,N,1-8*t+26*t^2-49*t^3+61*t^4-49*t^5+26*t^6-8*t^7+t^8
1429,12a_628,Y,N,3-18*t+46*t^2-61*t^3+46*t^4-18*t^5+3*t^6
1430,12a_629,Y,N,1-8*t+31*t^2-66*t^3+85*t^4-66*t^5+31*t^6-8*t^7+t^8
1431,12a_630,Y,N,1-8*t+27*t^2-52*t^3+63*t^4-52*t^5+27*t^6-8*t^7+t^8
1432,12a_631,Y,N,4-22*t+52*t^2-69*t^3+52*t^4-22*t^5+4*t^6
1433,12a_632,Y,N,4-17*t+33*t^2-41*t^3+33*t^4-17*t^5+4*t^6
1434,12a_633,Y,N,4-21*t+51*t^2-67*t^3+51*t^4-21*t^5+4*t^6
1435,12a_634,Y,N,4-15*t+30*t^2-37*t^3+30*t^4-15*t^5+4*t^6
1436,12a_635,Y,N,3-19*t+47*t^2-63*t^3+47*t^4-19*t^5+3*t^6
1437,12a_636,Y,N,7-23*t+33*t^2-23*t^3+7*t^4
1438,12a_637,Y,N,1-8*t+26*t^2-50*t^3+61*t^4-50*t^5+26*t^6-8*t^7+t^8
1439,12a_638,Y,N,4-20*t+41*t^2-51*t^3+41*t^4-20*t^5+4*t^6
1440,12a_639,Y,N,2-10*t+24*t^2-40*t^3+47*t^4-40*t^5+24*t^6-10*t^7+2*t^8
1441,12a_640,Y,N,3-14*t+28*t^2-35*t^3+28*t^4-14*t^5+3*t^6
1442,12a_641,Y,N,2-6*t+10*t^2-12*t^3+13*t^4-12*t^5+10*t^6-6*t^7+2*t^8
1443,12a_642,Y,N,4-14*t+25*t^2-29*t^3+25*t^4-14*t^5+4*t^6
1444,12a_643,Y,N,4-13*t+21*t^2-23*t^3+21*t^4-13*t^5+4*t^6
1445,12a_644,Y,N,8-28*t+41*t^2-28*t^3+8*t^4
1446,12a_645,Y,N,2-11*t+30*t^2-54*t^3+65*t^4-54*t^5+30*t^6-11*t^7+2*t^8
1447,12a_646,Y,N,2-9*t+21*t^2-33*t^3+39*t^4-33*t^5+21*t^6-9*t^7+2*t^8
1450,12a_649,Y,N,1-7*t+17*t^2-25*t^3+27*t^4-25*t^5+17*t^6-7*t^7+t^8
1451,12a_650,Y,N,2-15*t+39*t^2-53*t^3+39*t^4-15*t^5+2*t^6
1452,12a_651,Y,N,1-7*t+15*t^2-17*t^3+17*t^4-17*t^5+15*t^6-7*t^7+t^8
1453,12a_652,Y,N,2-15*t+37*t^2-47*t^3+37*t^4-15*t^5+2*t^6
1455,12a_654,Y,N,3-17*t+38*t^2-49*t^3+38*t^4-17*t^5+3*t^6
1456,12a_655,Y,N,4-17*t+36*t^2-45*t^3+36*t^4-17*t^5+4*t^6
1457,12a_656,Y,N,4-22*t+55*t^2-73*t^3+55*t^4-22*t^5+4*t^6
1458,12a_657,Y,N,2-9*t+22*t^2-36*t^3+43*t^4-36*t^5+22*t^6-9*t^7+2*t^8
1459,12a_658,Y,N,4-18*t+38*t^2-47*t^3+38*t^4-18*t^5+4*t^6
1461,12a_660,Y,N,2-10*t+21*t^2-31*t^3+35*t^4-31*t^5+21*t^6-10*t^7+2*t^8
